INDEXSORT,YearIndex,Year,FemCode,MatCode,FDNA,FemID,MatID,DamFemCode,DamID,JuvID,Site,YearFirstCap,DOB,Age,Lifespan,IDNotes,DeathYear,FemNotes,Northing,Easting,FemRS,CapDate,CapMass,FirstBirth,DayBirth,FemSVLAft,FemTotAft,FemTailBreak,FemMassAft,Clutch,Cmass,RelCMass,MeanCmass,MeanCSVL,MeanCTot,SexRatio,Nmale,Nstillborn,Csuccess,OffID,JuvBDate,JuvDBirth,OffCode,OffDNA,OffMass,OffSVL,OffTot,OffTL,OffSex,SexAcc,OffRelDate,OffRS,OffNotes,CatchSept,SVLSept,TotSept,TBSept,MassSept,CopsL,CopsR,CopsTot,FolL,FolR,FolTot,NorthSept,EastSept
11999,29,2022,,4024,,,3208,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11311,7/02/2023,59,5530,Tail in box 1,0.5534,29.73,67.27,37.54,0,,,3,,,,,,,,,,,,,,
12000,29,2022,,4024,,,3208,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11312,7/02/2023,59,5531,Tail in box 1,0.5335,29.94,67.94,38,1,,,2,,,,,,,,,,,,,,
12001,29,2022,01/303,01/303,Tail in box 1,2909,2909,,,,CP,2019,,,,,,,825,281,10,12/01/2023,9.7546,7/02/2023,59,78,157,tip,7.3203,5,2.7931,0.381555401,0.5586,30.594,67.31666667,0.4,2,0,1,11313,7/02/2023,59,5532,Tail in box 1,0.5352,31.08,,,1,,,1,tail tip gone,,,,,,,,,,,,,
12002,29,2022,,01/303,,,2909,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11314,7/02/2023,59,5533,Tail in box 1,0.5745,30.85,68.86,38.01,1,,,12,,,,,,,,,,,,,,
12003,29,2022,,01/303,,,2909,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11315,7/02/2023,59,5534,Tail in box 1,0.578,30.43,67.38,36.95,0,,,11,,,,,,,,,,,,,,
12004,29,2022,,01/303,,,2909,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11316,7/02/2023,59,5535,Tail in box 1,0.5438,30.6,,,0,,,10,tail tip gone,,,,,,,,,,,,,
12005,29,2022,,01/303,,,2909,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11317,7/02/2023,59,5540,Tail in box 1,0.5616,30.01,65.71,35.7,0,,,9,,,,,,,,,,,,,,
12006,29,2022,2051,2051,Tail in box 1,3209,3209,1534,2934,9844,CP,2022,7/02/2020,3,3,,,,895,157,11,27/01/2023,7.0445,7/02/2023,59,70,143,42(dropped last 40),5.5571,2,1.0822,0.194741862,0.5411,30.095,67.56,0.5,1,0,1,11318,7/02/2023,59,5541,Tail in box 1,0.5255,29.84,65.76,35.92,0,,,8,,,,,,,,,,,,,,
12007,29,2022,,2051,,,3209,,,,CP,,,,,,,,,,,27/01/2023,,,,,,,,,,,,,,,,,,11319,7/02/2023,59,5542,Tail in box 1,0.5567,30.35,69.36,39.01,1,,,7,,,,,,,,,,,,,,
12008,29,2022,2205,2205,Tail in box 1,3210,3210,2245,2652,9865,CP,2022,8/02/2020,3,3,,,,814,219,11,12/01/2023,6.4971,7/02/2023,59,71,134,15,5.6826,2,1.0271,0.18074473,0.5136,30.29,68.715,1,2,0,1,11320,7/02/2023,59,5543,Tail in box 1,0.5267,30.27,68.67,38.4,1,,,6,,,,,,,,,,,,,,
12009,29,2022,,2205,,,3210,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11321,7/02/2023,59,5544,Tail in box 1,0.5004,30.31,68.76,38.45,1,,,4,,,,,,,,,,,,,,
12010,29,2022,4024,4024,Tail in box 1,3211,3211,,,,CP,2022,,,,,,"first year in, was 0000(10), meant to be 4031, but clipped as 4024??",,,8,12/01/2023,8.416,7/02/2023,59,74,148,35,7.0566,4,2.2018,0.312019953,0.5505,30.1675,67.5075,1,4,0,1,11322,7/02/2023,59,5545,Tail in box 1,0.5174,30.32,67.35,37.03,1,,,4,,,,,,,,,,,,,,
12011,29,2022,,4024,,,3211,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11323,7/02/2023,59,5550,Tail in box 1,0.5692,30.08,66.94,36.86,1,,,3,,,,,,,,,,,,,,
12012,29,2022,,4024,,,3211,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11324,7/02/2023,59,5551,Tail in box 1,0.5817,30.33,67.8,37.47,1,,,2,,,,,,,,,,,,,,
12013,29,2022,022/30,022/30,Tail in box 1,3073,3073,,,,CP,2020,,,,,,,700,301,3,13/01/2023,8.875,7/02/2023,59,75,114,35,6.4717,4,2.2136,0.342043049,0.5534,30.4225,68.36333333,0.25,1,0,1,11325,7/02/2023,59,5552,Tail in box 1,0.5638,30.04,,,0,,,1,tail dropped,,,,,,,,,,,,,
12014,29,2022,,022/30,,,3073,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11326,7/02/2023,59,5553,Tail in box 1,0.563,30.85,68.47,37.62,1,,,12,,,,,,,,,,,,,,
12015,29,2022,,022/30,,,3073,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11327,7/02/2023,59,5554,Tail in box 1,0.5658,30.81,69.62,38.81,0,,,11,,,,,,,,,,,,,,
12016,29,2022,,022/30,,,3073,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11328,7/02/2023,59,5555,Tail in box 1,0.521,29.99,67,37.01,0,,,10,,,,,,,,,,,,,,
12017,29,2022,0454,0454,Tail in box 1,3144,3144,2551,2623,9409,CP,2021,10/02/2019,4,6,,,,810,243,10,13/01/2023,6.8617,8/02/2023,60,67,143,,6.8256,2,1.3534,0.198282935,0.6767,31.07,70.465,0.5,1,0,1,11329,8/02/2023,60,4001,Tail in box 1,0.6859,31.05,70.14,39.09,1,,,4,,,,,,,,,,,,,,
12018,29,2022,,0454,,,3144,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11330,8/02/2023,60,4002,Tail in box 1,0.6675,31.09,70.79,39.7,0,,,8,,,,,,,,,,,,,,
12019,29,2022,3323,3323,Tail in box 1,3107,3107,,,,CP,2021,,,,,,,804,282,10,14/01/2023,9.7809,8/02/2023,60,77,142,18,7.9473,3,1.8123,0.228039712,0.6041,29.97333333,68.82666667,0.666666667,2,0,1,11331,8/02/2023,60,4003,Tail in box 1,0.5677,29.85,67.73,37.88,1,,,7,,,,,,,,,,,,,,
12020,29,2022,,3323,,,3107,,,,CP,,,,,,,,,,,14/01/2023,,,,,,,,,,,,,,,,,,11332,8/02/2023,60,4004,Tail in box 1,0.6565,29.9,68.77,38.87,0,,,6,,,,,,,,,,,,,,
12021,29,2022,,3323,,,3107,,,,CP,,,,,,,,,,,14/01/2023,,,,,,,,,,,,,,,,,,11333,8/02/2023,60,4005,Tail in box 1,0.5881,30.17,69.98,39.81,1,,,5,,,,,,,,,,,,,,
12022,29,2022,1141,1141,Tail in box 1,3011,3011,2415,2667,7947,CP,2020,2/02/2017,6,7,,,,748,268,5,13/01/2023,9.7776,8/02/2023,60,82,107,15,8.2661,4,2.0106,0.243234415,0.6702,31.75333333,71.47333333,0,0,1,0.75,11334,8/02/2023,60,4011,Tail in box 1,0.7163,32.07,73.05,40.98,0,,,4,,,,,,,,,,,,,,
12023,29,2022,,1141,,,3011,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11335,8/02/2023,60,4012,Tail in box 1,0.6553,31.9,71.57,39.67,0,,,8,,,,,,,,,,,,,,
12024,29,2022,,1141,,,3011,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11336,8/02/2023,60,4013,Tail in box 1,0.639,31.29,69.8,38.51,0,,,2,,,,,,,,,,,,,,
12025,29,2022,,1141,,,3011,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,,10/02/2023,62,XXXX,whole body box 1,,,,,,,,,,,,,,,,,,,,,,
12026,29,2022,2502,2502,Tail in box 1,3027,3027,2/4002/3,2600,8437,CP,2020,17/01/2018,5,7,,,,743,282,5,13/01/2023,9.3826,8/02/2023,60,80,136,13,7.6003,4,2.402,0.316040156,0.6005,30.7075,70.0225,0.5,2,0,1,11337,8/02/2023,60,4014,Tail in box 1,0.6155,30.82,69.16,38.34,1,,,1,,,,,,,,,,,,,,
12027,29,2022,,2502,,,3027,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11338,8/02/2023,60,4015,Tail in box 1,0.5911,30.97,69.87,38.9,0,,,12,,,,,,,,,,,,,,
12028,29,2022,,2502,,,3027,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11339,8/02/2023,60,4020,Tail in box 1,0.6161,30.62,70.49,39.87,1,,,11,,,,,,,,,,,,,,
12029,29,2022,,2502,,,3027,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11340,10/02/2023,62,4021,Tail in box 1,0.5793,30.42,70.57,40.15,0,,,10,,,,,,,,,,,,,,
12030,29,2022,4003,4003,Tail in box 1,3212,3212,,,,CP,2022,,,,,,"first year in, was 0000(2)",591,204,7,13/01/2023,9.4646,8/02/2023,60,78,153,30,8.5024,2,1.1401,0.134091551,0.5701,30.4,69.42,0.5,1,0,1,11341,8/02/2023,60,4022,Tail in box 1,0.5667,30.16,69.42,39.26,0,,,9,,,,,,,,,,,,,,
12031,29,2022,,4003,,,3212,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11342,8/02/2023,60,4023,All sample used for DArT,0.5734,30.64,,,1,,,8,end of tail gone,,,,,,,,,,,,,
12032,29,2022,3/04/5040,3/04/5040,Tail in box 1,3213,3213,1112,2606,9595,CP,2022,28/01/2020,3,5,most likely this id born 4040 in 2019,,,747,278,5,13/01/2023,6.8026,8/02/2023,60,70,125,end,6.4047,3,1.7525,0.27362718,0.5842,30.02666667,65.59666667,0.666666667,2,0,1,11343,8/02/2023,60,4024,Tail in box 2,0.581,30.08,61.78,31.7,1,,,7,,,,,,,,,,,,,,
12033,29,2022,,3/04/5040,,,3213,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11344,8/02/2023,60,4025,Tail in box 2,0.5974,29.95,68.11,38.16,0,,,6,,,,,,,,,,,,,,
12034,29,2022,,3/04/5040,,,3213,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11345,8/02/2023,60,4030,Tail in box 2,0.5741,30.05,66.9,36.85,1,,,5,,,,,,,,,,,,,,
12035,29,2022,4415,4415,Tail in box 1,3038,3038,3042,2651,8827,CP,2020,29/01/2018,5,5,,,,629,220,12,12/01/2023,10.4419,9/02/2023,61,78,156,44,8.0056,5,2.496,0.311781753,0.4992,29.62,65.85,0.6,3,0,1,11346,9/02/2023,61,4031,Tail in box 2,0.4717,29.05,64.81,35.76,1,,,4,,,,,,,,,,,,,,
12036,29,2022,,4415,,,3038,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11347,9/02/2023,61,4032,Tail in box 2,0.5247,30.41,66.99,36.58,0,,,3,,,,,,,,,,,,,,
12037,29,2022,,4415,,,3038,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11348,9/02/2023,61,4033,Tail in box 2,0.5083,29.09,64.92,35.83,0,,,2,,,,,,,,,,,,,,
12038,29,2022,,4415,,,3038,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11349,9/02/2023,61,4034,Tail in box 2,0.4919,29.92,65.98,36.06,1,,,1,,,,,,,,,,,,,,
12039,29,2022,,4415,,,3038,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11350,9/02/2023,61,4035,Tail in box 2,0.4994,29.63,66.55,36.92,1,,,12,,,,,,,,,,,,,,
12040,29,2022,2525,2525,Tail in box 1,3138,3138,0112,2505,8445,CP,2021,19/01/2018,5,7,,,,810,250,10,12/01/2023,6.9376,9/02/2023,61,74,144,38,6.8395,2,1.2647,0.184911178,0.6324,31.485,72.025,0.5,1,0,1,11351,9/02/2023,61,4040,Tail in box 2,0.615,31.91,74.13,42.22,1,,,10,,,,,,,,,,,,,,
12041,29,2022,,2525,,,3138,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11352,9/02/2023,61,4041,Tail in box 2,0.6497,31.06,69.92,38.86,0,,,10,,,,,,,,,,,,,,
12042,29,2022,2043,2043,Tail in box 1,3214,3214,3031,2637,9819,CP,2022,7/02/2020,3,5,,,,825,260,10,13/01/2023,6.1738,9/02/2023,61,71,137,25,5.9365,2,1.1487,0.193497852,0.5744,30.86,68.785,0.5,1,0,1,11353,9/02/2023,61,4042,Tail in box 2,0.5436,30.64,68.05,37.41,1,,,9,,,,,,,,,,,,,,
12043,29,2022,,2043,,,3214,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11354,9/02/2023,61,4043,Tail in box 2,0.6051,31.08,69.52,38.44,0,,,7,,,,,,,,,,,,,,
12044,29,2022,1553,1553,Tail in box 1,2957,2957,1001,2515,8124,CP,2019,12/02/2017,6,8,,,dropped more tail after measuring,769,257,7,31/01/2023,10.0727,9/02/2023,61,79,146,37,7.1295,4,2.3206,0.325492671,0.5802,30.29,67.3425,0.75,3,0,1,11355,9/02/2023,61,4044,Tail in box 2,0.5475,30.05,64.08,34.03,1,,,7,,,,,,,,,,,,,,
12045,29,2022,,1553,,,2957,,,,CP,,,,,,,,,,,31/01/2023,,,,,,,,,,,,,,,,,,11356,9/02/2023,61,4045,Tail in box 2,0.6094,30.54,67.21,36.67,1,,,6,,,,,,,,,,,,,,
12046,29,2022,,1553,,,2957,,,,CP,,,,,,,,,,,31/01/2023,,,,,,,,,,,,,,,,,,11357,9/02/2023,61,4050,Tail in box 2,0.608,30.62,68.54,37.92,0,,,5,,,,,,,,,,,,,,
12047,29,2022,,1553,,,2957,,,,CP,,,,,,,,,,,31/01/2023,,,,,,,,,,,,,,,,,,11358,9/02/2023,61,4051,Tail in box 2,0.5557,29.95,69.54,39.59,1,,,4,,,,,,,,,,,,,,
12048,29,2022,4020,4020,Tail in box 1,3215,3215,,,,CP,2022,,,,,,"first year in, was 0000(7)",766,282,5,12/01/2023,6.692,9/02/2023,61,71,150,,6.4879,2,1.3328,0.205428567,0.6664,31.8,72.67,0,0,0,1,11359,9/02/2023,61,4052,Tail in box 2,0.6603,32.38,72.42,40.04,0,,,3,bigger,,,,,,,,,,,,,
12049,29,2022,,4020,,,3215,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11360,9/02/2023,61,4053,Tail in box 2,0.6725,31.22,72.92,41.7,0,,,2,,,,,,,,,,,,,,
12050,29,2022,Mar-13,Mar-13,Tail in box 1,2963,2963,3411,2736,8736,CP,2019,26/01/2018,5,7,,,,820,217,11,14/01/2023,9.4573,9/02/2023,61,79,100,11,7.3604,5,3.17,0.430683115,0.634,30.822,71.294,0.4,2,0,1,11361,9/02/2023,61,4054,Tail in box 2,0.6615,31.22,72.7,41.48,0,,,1,,,,,,,,,,,,,,
12051,29,2022,,Mar-13,,,2963,,,,CP,,,,,,,,,,,14/01/2023,,,,,,,,,,,,,,,,,,11362,9/02/2023,61,4055,Tail in box 2,0.6348,31.89,71.29,39.4,0,,,12,,,,,,,,,,,,,,
12052,29,2022,,Mar-13,,,2963,,,,CP,,,,,,,,,,,14/01/2023,,,,,,,,,,,,,,,,,,11363,9/02/2023,61,4100,Tail in box 2,0.6161,30.19,70.91,40.72,0,,,11,,,,,,,,,,,,,,
12053,29,2022,,Mar-13,,,2963,,,,CP,,,,,,,,,,,14/01/2023,,,,,,,,,,,,,,,,,,11364,9/02/2023,61,4101,Tail in box 2,0.5827,30.78,70.92,40.14,1,,,10,,,,,,,,,,,,,,
12054,29,2022,,Mar-13,,,2963,,,,CP,,,,,,,,,,,14/01/2023,,,,,,,,,,,,,,,,,,11365,9/02/2023,61,4102,Tail in box 2,0.6749,30.03,70.65,40.62,1,,,9,,,,,,,,,,,,,,
12055,29,2022,3542,3542,Tail in box 1,3058,3058,1350,2640,8647,CP,2020,25/01/2018,5,6,,,,667,272,12,31/01/2023,10.623,9/02/2023,61,82,134,7,8.4779,2,1.3317,0.157078994,0.6659,31.39,69.415,1,2,0,1,11366,9/02/2023,61,4103,Tail in box 2,0.6687,31.55,68.77,37.22,1,,,8,,,,,,,,,,,,,,
12056,29,2022,,3542,,,3058,,,,CP,,,,,,,,,,,31/01/2023,,,,,,,,,,,,,,,,,,11367,9/02/2023,61,4104,Tail in box 2,0.663,31.23,70.06,38.83,1,,,7,,,,,,,,,,,,,,
12057,29,2022,4004,4004,Tail in box 1,3216,3216,,,,CP,2022,,,,,,"first year in, was 000(3)",7228,291,5,13/01/2023,6.953,9/02/2023,61,70,158,,6.821,1,0.683,0.100131945,0.683,32.25,73.32,1,1,0,1,11368,9/02/2023,61,4105,Tail in box 2,0.683,32.25,73.32,41.07,1,,,6,,,,,,,,,,,,,,
12058,29,2022,0024,0024,Tail in box 1,3132,3132,2004,2633,9238,CP,2021,29/01/2019,4,5,,,,733,297,4,12/01/2023,8.4672,9/02/2023,61,74,155,52,7.1903,4,2.4372,0.33895665,0.6093,30.405,67.9125,0.25,1,0,1,11369,9/02/2023,61,4110,Tail in box 2,0.5939,30.57,68.12,37.55,1,,,5,,,,,,,,,,,,,,
12059,29,2022,,0024,,,3132,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11370,9/02/2023,61,4111,Tail in box 2,0.6229,30.6,68.03,37.43,0,,,4,,,,,,,,,,,,,,
12060,29,2022,,0024,,,3132,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11371,9/02/2023,61,4112,Tail in box 2,0.5882,29.81,66.33,36.52,0,,,3,,,,,,,,,,,,,,
12061,29,2022,,0024,,,3132,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11372,9/02/2023,61,4113,Tail in box 2,0.6322,30.64,69.17,38.53,0,,,2,,,,,,,,,,,,,,
12062,29,2022,3443/5,3443/5,Tail in box 1,3026,3026,0101,2410,8591,CP,2020,24/01/2018,5,6,,,possibly 344(3)/5,816,226,11,13/01/2023,9.7676,9/02/2023,61,76,154,67,7.5768,4,2.4304,0.320768662,0.6076,30.505,68.7775,0.5,2,0,1,11373,9/02/2023,61,4114,Tail in box 2,0.6141,30.78,68.14,37.36,0,,,1,,,,,,,,,,,,,,
12063,29,2022,,3443/5,,,3026,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11374,9/02/2023,61,4115,Tail in box 2,0.6001,30.63,68.02,37.39,1,,,12,,,,,,,,,,,,,,
12064,29,2022,,3443/5,,,3026,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11375,9/02/2023,61,4120,Tail in box 2,0.598,30.46,68.92,38.46,0,,,11,,,,,,,,,,,,,,
12065,29,2022,,3443/5,,,3026,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11376,9/02/2023,61,4121,Tail in box 2,0.6182,30.15,70.03,39.88,1,,,10,,,,,,,,,,,,,,
12066,29,2022,4013,4013,Tail in NG females box,3218,3218,,,,CP,2022,,,,,,"non gravid, first year in, was 0000(5), some mixup with locations of zeros",,,4,13/01/2023,6.2258,,,68,152,,5.5156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12067,29,2022,1250,1250,Tail in NG females box,3219,3219,1025,2429,10254,CP,2022,5/02/2021,2,4,,,non gravid,783,245,9,31/01/2023,4.5743,,,65,149,,5.5222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12068,29,2022,01/324,01/324,Tail in NG females box,2958,2958,,,,CP,2019,,,,,,non gravid,702,320,2,13/01/2023,9.0948,,,75,156,,8.2903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12069,29,2022,4325,4325,Tail in NG females box,3220,3220,2150,2609,9698,CP,2022,3/02/2020,3,5,,,non gravid,792,260,10,31/01/2023,5.7363,,,66,135,41,6.1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12070,29,2022,4050,4050,Tail in box 1,2664,2664,0051/4,1728,7386,CP,2016,4/02/2015,8,10,,,,808,227,11,13/01/2023,10.1505,10/02/2023,62,81,166,,9.066,4,2.7412,0.302360468,0.6853,32.275,73.565,0,0,0,1,11377,10/02/2023,62,4122,Tail in box 2,0.6787,31.46,71.18,39.72,0,,,9,,,,,,,,,,,,,,
12071,29,2022,,4050,,,2664,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11378,10/02/2023,62,4123,Tail in box 2,0.7125,32.78,74.98,42.2,0,,,8,,,,,,,,,,,,,,
12072,29,2022,,4050,,,2664,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11379,10/02/2023,62,4124,Tail in box 2,0.7402,33.12,76.12,43,0,,,7,,,,,,,,,,,,,,
12073,29,2022,,4050,,,2664,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11380,10/02/2023,62,4125,Tail in box 2,0.6098,31.74,71.98,40.24,0,,,6,,,,,,,,,,,,,,
12074,29,2022,3324,3324,Tail in box 1,3105,3105,,,,CP,2021,,,,,,,647,248,12,13/01/2023,7.7552,10/02/2023,62,77,149,50,6.2962,3,1.6986,0.269781773,0.5662,30.67,68.85666667,0.333333333,1,0,1,11381,10/02/2023,62,4130,Tail in box 2,0.5565,31.01,68.64,37.63,1,,,5,,,,,,,,,,,,,,
12075,29,2022,,3324,,,3105,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11382,10/02/2023,62,4131,Tail in box 2,0.5503,30.82,68.19,37.37,0,,,4,,,,,,,,,,,,,,
12076,29,2022,,3324,,,3105,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11383,10/02/2023,62,4132,Tail in box 2,0.5918,30.18,69.74,39.56,0,,,3,,,,,,,,,,,,,,
12077,29,2022,2405,2405,Tail in box 1,3221,3221,Jan-25,2748,9964,CP,2022,12/02/2020,3,3,,,,832,221,11,12/01/2023,7.63,10/02/2023,62,71,152,,7.1646,3,1.8713,0.261186947,0.6238,31,70.41333333,0.666666667,2,0,1,11384,10/02/2023,62,4133,Tail in box 2,0.6462,30.67,69.03,38.36,1,,,2,,,,,,,,,,,,,,
12078,29,2022,,2405,,,3221,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11385,10/02/2023,62,4134,Tail in box 2,0.6339,31.82,71.65,39.83,1,,,1,,,,,,,,,,,,,,
12079,29,2022,,2405,,,3221,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11386,10/02/2023,62,4135,Tail in box 2,0.5912,30.51,70.56,40.05,0,,,12,,,,,,,,,,,,,,
12080,29,2022,5525,5525,Tail in box 1,2827,2827,23(4)/52,2521,7734,CP,2018,22/01/2016,7,8,,,,747,270,12,14/01/2023,8.8898,10/02/2023,62,80,152,,8.3652,3,2.0535,0.24548128,0.6845,31.49,72.61666667,0.333333333,1,0,1,11387,10/02/2023,62,4140,Tail in box 2,0.7016,31.61,71.14,39.53,0,,,11,,,,,,,,,,,,,,
12081,29,2022,,5525,,,2827,,,,CP,,,,,,,,,,,14/01/2023,,,,,,,,,,,,,,,,,,11388,10/02/2023,62,4141,Tail in box 2,0.6241,31.2,73.02,41.82,0,,,10,,,,,,,,,,,,,,
12082,29,2022,,5525,,,2827,,,,CP,,,,,,,,,,,14/01/2023,,,,,,,,,,,,,,,,,,11389,10/02/2023,62,4142,Tail in box 2,0.7278,31.66,73.69,42.03,1,,,9,,,,,,,,,,,,,,
12083,29,2022,4250,4250,Tail in box 1,3222,3222,01/310,2915,9683,CP,2022,2/02/2020,3,3,,,,864,171,11,13/01/2023,8.6426,10/02/2023,62,70,147,,6.9549,3,1.8432,0.265021783,0.6144,31.51333333,69.56333333,0.333333333,1,0,1,11390,10/02/2023,62,4143,Tail in box 2,0.5803,31.71,70.18,38.47,0,,,8,,,,,,,,,,,,,,
12084,29,2022,,4250,,,3222,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11391,10/02/2023,62,4144,Tail in box 2,0.6029,31.22,68.53,37.31,1,,,7,,,,,,,,,,,,,,
12085,29,2022,,4250,,,3222,,,,CP,,,,,,,,,,,13/01/2023,,,,,,,,,,,,,,,,,,11392,10/02/2023,62,4145,Tail in box 2,0.66,31.61,69.98,38.37,0,,,6,,,,,,,,,,,,,,
12086,29,2022,4001,4001,Tail in box 1,3223,3223,,,,CP,2022,,,,,,"first year in, was 0000(1)",669,303,1,14/01/2023,7.9244,10/02/2023,62,73,139,39,7.129,3,1.6532,0.231897882,0.5511,30.68666667,69.18666667,0,0,0,1,11393,10/02/2023,62,4150,Tail in box 2,0.5519,30.45,69.18,38.73,0,,,5,bigger,,,,,,,,,,,,,
12087,29,2022,,4001,,,3223,,,,CP,,,,,,,,,,,14/01/2023,,,,,,,,,,,,,,,,,,11394,10/02/2023,62,4151,Tail in box 2,0.5492,30.82,70.34,39.52,0,,,4,,,,,,,,,,,,,,
12088,29,2022,,4001,,,3223,,,,CP,,,,,,,,,,,14/01/2023,,,,,,,,,,,,,,,,,,11395,10/02/2023,62,4152,Tail in box 2,0.5521,30.79,68.04,37.25,0,,,3,,,,,,,,,,,,,,
12089,29,2022,4023,4023,Tail in box 1,3224,3224,,,,CP,2022,,,,,,"first year in, was 0000(9)",657,262,1,12/01/2023,6.965,10/02/2023,62,70,159,,5.4407,3,1.6702,0.306982557,0.5567,30.32333333,69.25,0.333333333,1,0,1,11396,10/02/2023,62,4153,Tail in box 2,0.5067,30,67.77,37.77,0,,,2,,,,,,,,,,,,,,
12090,29,2022,,4023,,,3224,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11397,10/02/2023,62,4154,Tail in box 2,0.5662,30.25,68.65,38.4,1,,,1,,,,,,,,,,,,,,
12091,29,2022,,4023,,,3224,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11398,10/02/2023,62,4155,Tail in box 2,0.5973,30.72,71.33,40.61,0,,,12,bigger,,,,,,,,,,,,,
12092,29,2022,531/43,531/43,Tail in box 1,2940,2940,,,,CP,2019,,,,variable toe code in this ID!,,,757,282,6,12/01/2023,8.7899,10/02/2023,62,75,125,10,7.4912,3,2.0052,0.267674071,0.6684,31.85,71.10333333,1,3,0,1,11399,10/02/2023,62,4200,Tail in box 2,0.6628,31.42,71.97,40.55,1,,,11,,,,,,,,,,,,,,
12093,29,2022,,531/43,,,2940,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11400,10/02/2023,62,4201,Tail in box 2,0.6384,31.85,70.23,38.38,1,,,10,,,,,,,,,,,,,,
12094,29,2022,,531/43,,,2940,,,,CP,,,,,,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,11401,10/02/2023,62,4202,Tail in box 2,0.704,32.28,71.11,38.83,1,,,9,,,,,,,,,,,,,,
